Sentence,Original_Entity,Predicted_Entity
A subsidiary of Unilever .,"['Unilever', (62964, 62964), 'ORG']","['Unilever', 16, 'LOC']"
"In Arakan State , just outside Sittwe , 393 people were evacuated from low-lying areas .","['Arakan State', (63007, 63008), 'ORG']","['Arakan State', 3, 'LOC']"
'' Alderfen Broad '' ',"['Alderfen Broad', (63139, 63140), 'LOC']","['Alderfen Broad', 3, 'PERSON']"
"The competition was won by Rangers , who defeated Aberdeen in the Final .","['Aberdeen', (63536, 63536), 'ORG']","['Aberdeen', 50, 'LOC']"
"The species occurs in New South Wales , Victoria and the Australian Capital Territory .","['Victoria', (63590, 63590), 'ORG']","['Victoria', 40, 'LOC']"
"The species occurs in New South Wales , Victoria and the Australian Capital Territory .","['Australian Capital Territory', (63593, 63595), 'LOC']","['Australian Capital Territory', 57, 'ORG']"
In each of these seasons they narrowly missed a place in European competition .,"['European competition', (63674, 63675), 'ORG']","['European competition', 57, 'LOC']"
"24 of the residents are White , and one is Asian .","['White', (63702, 63702), 'ORG']","['White', 24, 'LOC']"
"24 of the residents are White , and one is Asian .","['Asian', (63707, 63707), 'ORG']","['Asian', 43, 'LOC']"
Pluvialis fulva '' ( Pacific golden plover ),"['Pluvialis fulva', (63709, 63710), 'ORG']","['Pluvialis fulva', 0, 'LOC']"
Estadio Correcaminos Ã¢ÂÂ San Francisco Gotera,"['Estadio Correcaminos', (63734, 63735), 'ORG']","['Estadio Correcaminos', 0, 'PERSON']"
"Renault , Ferrari , McLaren or Honda .","['Renault', (63744, 63744), 'ORG']","['Renault', 0, 'LOC']"
"Renault , Ferrari , McLaren or Honda .","['Ferrari', (63746, 63746), 'ORG']","['Ferrari', 10, 'LOC']"
"Renault , Ferrari , McLaren or Honda .","['McLaren', (63748, 63748), 'ORG']","['McLaren', 20, 'LOC']"
"Renault , Ferrari , McLaren or Honda .","['Honda', (63750, 63750), 'ORG']","['Honda', 31, 'LOC']"
"' '' Misfits of Science '' ' 61 , 12.8 / 20","['Misfits of Science', (63772, 63774), 'PERSON']","['Misfits of Science', 5, 'ORG']"
'' Whole Lotta Rosie '',"['Whole Lotta Rosie', (63803, 63805), 'ORG']","['Whole Lotta Rosie', 3, 'PERSON']"
"'' Crystal Chappell ( Olivia Spencer , Guiding Light '' ) ' ''","['Crystal Chappell', (63808, 63809), 'PERSON']","['Crystal Chappell', 3, 'LOC']"
`` Burn Bridges '',"['Burn Bridges', (63938, 63939), 'ORG']","['Burn Bridges', 3, 'PERSON']"
Alfredo Vasconcelos ( MG ),"['Alfredo Vasconcelos', (63989, 63990), 'LOC']","['Alfredo Vasconcelos', 0, 'PERSON']"
*Based on Heathcliff '' :,"['Heathcliff', (64040, 64040), 'PERSON']","['Heathcliff', 10, 'LOC']"
: CFU Club Championship 2004 Ã¢ÂÂ Second Round Ã¢ÂÂ Lost to Arnett Gardens 13 Ã¢ÂÂ 1 on aggregate,"['Arnett Gardens', (64204, 64205), 'ORG']","['Arnett Gardens', 64, 'PERSON']"
"' '' Coaching Staff '' ' : Viktor Prokopenko ( Chornomorets Odessa ) , Mykola Pavlov ( Dnipro Dnipropetrovsk ) , Leonid Tkachenko ( Metalist Kharkiv )","['Chornomorets Odessa', (64485, 64486), 'ORG']","['Chornomorets Odessa', 47, 'PERSON']"
"' '' Coaching Staff '' ' : Viktor Prokopenko ( Chornomorets Odessa ) , Mykola Pavlov ( Dnipro Dnipropetrovsk ) , Leonid Tkachenko ( Metalist Kharkiv )","['Dnipro Dnipropetrovsk', (64492, 64493), 'ORG']","['Dnipro Dnipropetrovsk', 87, 'PERSON']"
They made a start recording the album in Nashville in the fall of 1994 .,"['Nashville', (64529, 64529), 'ORG']","['Nashville', 41, 'LOC']"
He was born at Lynn Regis in 1542 .,"['Lynn Regis', (64877, 64878), 'ORG']","['Lynn Regis', 15, 'LOC']"
"1858 first elected in 1908 as Conservative member for YaleÃ¢ÂÂCariboo , British Columbia .","['Conservative', (65062, 65062), 'ORG']","['Conservative', 30, 'LOC']"
2004 : `` AcÃÂºstico '',"['AcÃ\x83Âºstico', (65176, 65176), 'ORG']","['AcÃ\x83Âºstico', 10, 'LOC']"
"Donna Fiducia , Fox News anchor","['Fox News', (65181, 65182), 'ORG']","['Fox News', 16, 'PERSON']"
"In April 1933 , he won his first England cap , playing as inside right in the 2Ã¢ÂÂ1 defeat by Scotland .","['Scotland', (65247, 65247), 'ORG']","['Scotland', 97, 'LOC']"
*3 October Ã¢ÂÂ The Mary Whitehouse Experience '' ( 1990Ã¢ÂÂ1992 ),"['The Mary Whitehouse Experience', (65292, 65295), 'PERSON']","['The Mary Whitehouse Experience', 18, 'ORG']"
Robert B. Rhett ( D ),"['Robert B. Rhett', (65332, 65334), 'ORG']","['Robert B. Rhett', 0, 'PERSON']"
' '' Real UniÃÂ³n '' ',"['Real UniÃ\x83Â³n', (65362, 65363), 'ORG']","['Real UniÃ\x83Â³n', 5, 'PERSON']"
"His family moved to Ponte Vedra Beach , Florida in 1986 .","['Ponte Vedra Beach , Florida', (65448, 65452), 'LOC']","['Ponte Vedra Beach , Florida', 20, 'PERSON']"
Recreativo do Seles ( Kwanza Sul ),"['Kwanza Sul', (65566, 65567), 'ORG']","['Kwanza Sul', 22, 'PERSON']"
"He lost the title to his former ''Tough Enough '' student , Maven , a few days later .","['Maven', (65762, 65762), 'PERSON']","['Maven', 60, 'LOC']"
"As of 2016 , he plays for Torpedo Minsk .","['Torpedo Minsk', (65879, 65880), 'ORG']","['Torpedo Minsk', 26, 'PERSON']"
The paper is published in Berliner format .,"['Berliner format', (66065, 66066), 'ORG']","['Berliner format', 26, 'LOC']"
Acrocephalus scirpaceus '' ( Eurasian reed warbler ),"['Acrocephalus scirpaceus', (66068, 66069), 'ORG']","['Acrocephalus scirpaceus', 0, 'LOC']"
Ival Oru Nadodi '' ( 1979 ),"['Ival Oru Nadodi', (66098, 66100), 'ORG']","['Ival Oru Nadodi', 0, 'PERSON']"
"Bangabandhu National Stadium , Dhaka","['Bangabandhu National Stadium', (66138, 66140), 'LOC']","['Bangabandhu National Stadium', 0, 'ORG']"
' '' Hamilton Tiger-Cats '' ',"['Hamilton Tiger-Cats', (66158, 66159), 'ORG']","['Hamilton Tiger-Cats', 5, 'PERSON']"
"Willow Park Zoo , Logan","['Willow Park Zoo', (66170, 66172), 'LOC']","['Willow Park Zoo', 0, 'ORG']"
Her paintings are filled with `` lively brushstrokes of intense color '' reminding some observers of Van Gogh or Bonnard .,"['Van Gogh', (66321, 66322), 'ORG']","['Van Gogh', 101, 'PERSON']"
Her paintings are filled with `` lively brushstrokes of intense color '' reminding some observers of Van Gogh or Bonnard .,"['Bonnard', (66324, 66324), 'PERSON']","['Bonnard', 113, 'LOC']"
' '' With Adelaide United : ' '',"['Adelaide United', (66350, 66351), 'ORG']","['Adelaide United', 10, 'PERSON']"
"Discovered and photographed by the German Antarctic Expedition , 1938-39 .","['German Antarctic Expedition', (66367, 66369), 'LOC']","['German Antarctic Expedition', 35, 'ORG']"
"2 - Lady 's Secret ( 1985 , 1986 )","[""Lady 's Secret"", (66432, 66434), 'LOC']","[""Lady 's Secret"", 4, 'ORG']"
"After 1934 , he also did pastoral work in Trier until 1945 .","['Trier', (66511, 66511), 'ORG']","['Trier', 42, 'LOC']"
"Nuevo Laredo , Tamaulipas , Mexico","['Nuevo Laredo', (66524, 66525), 'LOC']","['Nuevo Laredo', 0, 'PERSON']"
"'' Eupsilia transversa '' ( Hufnagel , 1766 )","['Eupsilia transversa', (66646, 66647), 'ORG']","['Eupsilia transversa', 3, 'LOC']"
"Artists and celebrities such as Woody Allen , Almodovar , Michael Jackson , Madonna , Pavarotti , Martin Scorsese , Fellini , Pee-Wee Herman , and Nabokov are celebrated and derided .","['Almodovar', (66699, 66699), 'PERSON']","['Almodovar', 46, 'LOC']"
"Artists and celebrities such as Woody Allen , Almodovar , Michael Jackson , Madonna , Pavarotti , Martin Scorsese , Fellini , Pee-Wee Herman , and Nabokov are celebrated and derided .","['Madonna', (66704, 66704), 'PERSON']","['Madonna', 76, 'LOC']"
"Artists and celebrities such as Woody Allen , Almodovar , Michael Jackson , Madonna , Pavarotti , Martin Scorsese , Fellini , Pee-Wee Herman , and Nabokov are celebrated and derided .","['Pavarotti', (66706, 66706), 'ORG']","['Pavarotti', 86, 'LOC']"
"Artists and celebrities such as Woody Allen , Almodovar , Michael Jackson , Madonna , Pavarotti , Martin Scorsese , Fellini , Pee-Wee Herman , and Nabokov are celebrated and derided .","['Fellini', (66711, 66711), 'ORG']","['Fellini', 116, 'LOC']"
"Artists and celebrities such as Woody Allen , Almodovar , Michael Jackson , Madonna , Pavarotti , Martin Scorsese , Fellini , Pee-Wee Herman , and Nabokov are celebrated and derided .","['Nabokov', (66717, 66717), 'ORG']","['Nabokov', 147, 'LOC']"
Ilir Nallbani for Vllaznia ShkodÃÂ«r against Apolonia Fier ( 30 August 2009 ) .,"['Apolonia Fier', (66856, 66857), 'ORG']","['Apolonia Fier', 46, 'PERSON']"
Abolished and merged into the Marrickville Council .,"['Marrickville Council', (66910, 66911), 'LOC']","['Marrickville Council', 30, 'ORG']"
"Nizhny Novgorod , 2003 ;","['Nizhny Novgorod', (66995, 66996), 'LOC']","['Nizhny Novgorod', 0, 'PERSON']"
"' '' Dataran Merdeka , Kuala Lumpur '' '","['Dataran Merdeka', (67062, 67063), 'ORG']","['Dataran Merdeka', 5, 'PERSON']"
He had previously played for Canterbury in 2010 and 2011 .,"['Canterbury', (67074, 67074), 'ORG']","['Canterbury', 29, 'LOC']"
Hispanic / Latino : 2.11 %,"['Latino', (67119, 67119), 'ORG']","['Latino', 11, 'LOC']"
"**Director-general - Kandeh Yumkella , Sierra Leone ( 2005Ã¢ÂÂpresent )","['Sierra Leone', (67136, 67137), 'LOC']","['Sierra Leone', 39, 'ORG']"
"Kingston Maurward , Dorset , 1717Ã¢ÂÂ1720","['Kingston Maurward', (67141, 67142), 'ORG']","['Kingston Maurward', 0, 'PERSON']"
He was appointed a Queen 's Counsel in 1965 .,"[""Queen 's Counsel"", (67175, 67177), 'PERSON']","[""Queen 's Counsel"", 19, 'ORG']"
"Bernoin , Archbishop of Clermont ( 811Ã¢ÂÂ823 )","['Archbishop of Clermont', (67216, 67218), 'LOC']","['Archbishop of Clermont', 10, 'PERSON']"
`` Not Afraid '' Ã¢ÂÂ Animaholics-VFX ( ''performed by Eminem '' ),"['Eminem', (67265, 67265), 'PERSON']","['Eminem', 57, 'LOC']"
Changwon City ( Second round ),"['Changwon City', (67378, 67379), 'ORG']","['Changwon City', 0, 'LOC']"
"' '' Govinda , Nasir Hussain , Pran and Shobhna Samarth '' ' ''","['Govinda', (67402, 67402), 'PERSON']","['Govinda', 5, 'LOC']"
"' '' Govinda , Nasir Hussain , Pran and Shobhna Samarth '' ' ''","['Pran', (67407, 67407), 'PERSON']","['Pran', 31, 'LOC']"
"Gmina Zawadzkie ( urban-rural , Strzelce County , Opole Voivodeship , 82.24 km2 , 12,874 )","['Gmina Zawadzkie', (67457, 67458), 'LOC']","['Gmina Zawadzkie', 0, 'PERSON']"
' '' Macclesfield '' ',"['Macclesfield', (67555, 67555), 'LOC']","['Macclesfield', 5, 'ORG']"
Super Inggo ( 2006Ã¢ÂÂ2007 ),"['Super Inggo', (67558, 67559), 'ORG']","['Super Inggo', 0, 'PERSON']"
"As of January 2016 , she is in a relationship with National Rugby League player Cooper Cronk .","['Cooper Cronk', (67590, 67591), 'PERSON']","['Cooper Cronk', 80, 'LOC']"
"Gilberto Santa Rosa : February 8 , 2014","['Gilberto Santa Rosa', (67600, 67602), 'PERSON']","['Gilberto Santa Rosa', 0, 'ORG']"
Rivermaya '' ( 1994 ),"['Rivermaya', (67737, 67737), 'ORG']","['Rivermaya', 0, 'LOC']"
"Lev Perovskiy 1 January 1865 Ã¢ÂÂ 22 July 1866 , until 22 July 1865 acting","['Lev Perovskiy', (67790, 67791), 'ORG']","['Lev Perovskiy', 0, 'PERSON']"
' '' Andrey Moiseev '' ',"['Andrey Moiseev', (67853, 67854), 'ORG']","['Andrey Moiseev', 5, 'PERSON']"
"Vi Hilbert , Upper Skagit , 1918Ã¢ÂÂ2008","['Upper Skagit', (67864, 67865), 'ORG']","['Upper Skagit', 13, 'PERSON']"
' '' Udaykumar '' ',"['Udaykumar', (67881, 67881), 'PERSON']","['Udaykumar', 5, 'LOC']"
*16 October Ã¢ÂÂ Blue Peter '' ( 1958Ã¢ÂÂpresent ),"['Blue Peter', (67929, 67930), 'ORG']","['Blue Peter', 19, 'PERSON']"
"Stadio Renato Curi , Perugia","['Stadio Renato Curi', (67976, 67978), 'ORG']","['Stadio Renato Curi', 0, 'PERSON']"
' '' Bukhara '' ',"['Bukhara', (68145, 68145), 'ORG']","['Bukhara', 5, 'LOC']"
*1858 - 1862 Magnus BjÃÂ¶rnstjerna ( 1805Ã¢ÂÂ98 ),"['Magnus BjÃ\x83Â¶rnstjerna', (68174, 68175), 'PERSON']","['Magnus BjÃ\x83Â¶rnstjerna', 13, 'LOC']"
"The final will be played on 12 December 2015 at the Shah Alam Stadium in Shah Alam , Selangor .","['Shah Alam', (68208, 68209), 'LOC']","['Shah Alam', 73, 'PERSON']"
Aura '' ( 1994 ),"['Aura', (68266, 68266), 'ORG']","['Aura', 0, 'LOC']"
Devanampiya Tissa 's son 's turn was next .,"['Devanampiya Tissa', (68298, 68299), 'ORG']","['Devanampiya Tissa', 0, 'PERSON']"
** Basahang Ginto ( GMA Network ),"['Basahang Ginto', (68449, 68450), 'ORG']","['Basahang Ginto', 3, 'PERSON']"
"As of 2015 he is the manager of Jippo in Joensuu , Finland .","['Jippo', (68495, 68495), 'ORG']","['Jippo', 32, 'LOC']"
"Kosheh Martyrs , Egypt 1998Ã¢ÂÂ2000","['Kosheh Martyrs', (68501, 68502), 'ORG']","['Kosheh Martyrs', 0, 'PERSON']"
"Jani Khel in Bannu district , Khyber Pakhtunkhwa","['Jani Khel', (68535, 68536), 'LOC']","['Jani Khel', 0, 'PERSON']"
"Jani Khel in Bannu district , Khyber Pakhtunkhwa","['Bannu district', (68538, 68539), 'ORG']","['Bannu district', 13, 'LOC']"
"William Beaumont Hospital , Troy","['William Beaumont Hospital', (68608, 68610), 'ORG']","['William Beaumont Hospital', 0, 'PERSON']"
' '' Mecano '' ',"['Mecano', (68878, 68878), 'ORG']","['Mecano', 5, 'LOC']"
Walter Norman Haworth : 1944Ã¢ÂÂ1946,"['Walter Norman Haworth', (68917, 68919), 'ORG']","['Walter Norman Haworth', 0, 'PERSON']"
'' 'China '' ' ( Yuan dynasty ) - Emperor Taidingdi ( 1323Ã¢ÂÂ1328 ),"['Yuan dynasty', (68950, 68951), 'PERSON']","['Yuan dynasty', 17, 'LOC']"
'' 'China '' ' ( Yuan dynasty ) - Emperor Taidingdi ( 1323Ã¢ÂÂ1328 ),"['Emperor Taidingdi', (68954, 68955), 'ORG']","['Emperor Taidingdi', 34, 'PERSON']"
"They decided to form a band and recruited guitarist Dave Kushner who had previously played with Suicidal Tendencies , Wasted Youth , and Dave Navarro .","['Suicidal Tendencies', (69050, 69051), 'ORG']","['Suicidal Tendencies', 96, 'PERSON']"
"They decided to form a band and recruited guitarist Dave Kushner who had previously played with Suicidal Tendencies , Wasted Youth , and Dave Navarro .","['Wasted Youth', (69053, 69054), 'ORG']","['Wasted Youth', 118, 'PERSON']"
From 1924 to 1934 he also chaired Standards Norway .,"['Standards Norway', (69155, 69156), 'ORG']","['Standards Norway', 34, 'PERSON']"
"Capranica Prenestina , Papal States","['Capranica Prenestina', (69234, 69235), 'LOC']","['Capranica Prenestina', 0, 'PERSON']"
"M. Chinnaswamy Stadium , Bangalore","['M. Chinnaswamy Stadium', (69342, 69344), 'LOC']","['M. Chinnaswamy Stadium', 0, 'ORG']"
"She was born in Ha'apai , Tonga in 1918 .","[""Ha'apai"", (69456, 69456), 'ORG']","[""Ha'apai"", 16, 'LOC']"
"It was published by Interactive Magic on August 31 , 1997 .","['Interactive Magic', (69799, 69800), 'ORG']","['Interactive Magic', 20, 'PERSON']"
He succeeded in capturing Tirnovo and overthrowing Ivailo .,"['Tirnovo', (70047, 70047), 'ORG']","['Tirnovo', 26, 'LOC']"
He succeeded in capturing Tirnovo and overthrowing Ivailo .,"['Ivailo', (70050, 70050), 'ORG']","['Ivailo', 51, 'LOC']"
`` Diggy Liggy Lo '' ( J. D. Miller ) Ã¢ÂÂ 2:16,"['Diggy Liggy Lo', (70067, 70069), 'ORG']","['Diggy Liggy Lo', 3, 'PERSON']"
'' Pirimela denticulata '',"['Pirimela denticulata', (70092, 70093), 'ORG']","['Pirimela denticulata', 3, 'LOC']"
He was an advisor to Doc Evatt at the United Nations meetings in Lake Success .,"['Doc Evatt', (70139, 70140), 'ORG']","['Doc Evatt', 21, 'PERSON']"
"Aaryan Dinesh Kanagaratnam , Tanvi Shah","['Aaryan Dinesh Kanagaratnam', (70563, 70565), 'ORG']","['Aaryan Dinesh Kanagaratnam', 0, 'PERSON']"
It was released on 3 June 2011 via Dot Dash Recordings .,"['Dot Dash Recordings', (70669, 70671), 'ORG']","['Dot Dash Recordings', 35, 'PERSON']"
From 2000 to 2003 she served as Deputy of the LVIII Legislature of the Mexican Congress representing YucatÃÂ¡n .,"['YucatÃ\x83Â¡n', (70734, 70734), 'ORG']","['YucatÃ\x83Â¡n', 101, 'LOC']"
196 with F.T. Island members ),"['F.T. Island', (70855, 70856), 'ORG']","['F.T. Island', 9, 'LOC']"
It is part of the Chiefdom of Uvea .,"['Chiefdom of Uvea', (70953, 70955), 'LOC']","['Chiefdom of Uvea', 18, 'ORG']"
"Pietro da Pavia , Can.Reg .","['Pietro da Pavia', (70995, 70997), 'PERSON']","['Pietro da Pavia', 0, 'LOC']"
' '' Hamilton Tiger-Cats '' ',"['Hamilton Tiger-Cats', (71178, 71179), 'ORG']","['Hamilton Tiger-Cats', 5, 'PERSON']"
' '' Bennett J. Sims '' ',"['Bennett J. Sims', (71218, 71220), 'ORG']","['Bennett J. Sims', 5, 'PERSON']"
' '' Aprilia '' ',"['Aprilia', (71230, 71230), 'ORG']","['Aprilia', 5, 'LOC']"
"SuminoekÃÂen : Yotsubashi Line , NankÃÂ Port Town Line","['Yotsubashi Line', (71273, 71274), 'ORG']","['Yotsubashi Line', 17, 'PERSON']"
Aleksander Stroganov 1790 Ã¢ÂÂ 1798,"['Aleksander Stroganov', (71288, 71289), 'ORG']","['Aleksander Stroganov', 0, 'PERSON']"
"In 1978 he moved to Budleigh Salterton , where he has lived since .","['Budleigh Salterton', (71304, 71305), 'LOC']","['Budleigh Salterton', 20, 'PERSON']"
"Wilde , Stuart ''Intuition '' .","['Wilde , Stuart', (71435, 71437), 'PERSON']","['Wilde , Stuart', 0, 'LOC']"
Adamo Coulibaly Ã¢ÂÂ Debrecen Ã¢ÂÂ 2009Ã¢ÂÂ,"['Debrecen', (71498, 71498), 'ORG']","['Debrecen', 23, 'LOC']"
*Longest unbeaten run in La Liga : 14 ( ''18 August 2013 Ã¢ÂÂ 1 December 2013 '' ),"['La Liga', (71505, 71506), 'LOC']","['La Liga', 25, 'ORG']"
** '' Kingdom of Gwynedd '' ' - Maredudd ab Owain ( 986Ã¢ÂÂ999 ),"['Kingdom of Gwynedd', (71703, 71705), 'ORG']","['Kingdom of Gwynedd', 6, 'LOC']"
** '' Kingdom of Gwynedd '' ' - Maredudd ab Owain ( 986Ã¢ÂÂ999 ),"['Maredudd ab Owain', (71709, 71711), 'PERSON']","['Maredudd ab Owain', 32, 'ORG']"
It crosses National Route 1A in Ngang Pass .,"['Ngang Pass', (71777, 71778), 'LOC']","['Ngang Pass', 32, 'ORG']"
' '' Suzuki '' ',"['Suzuki', (71810, 71810), 'ORG']","['Suzuki', 5, 'LOC']"
"On 5 June 2008 , Secretary of Defense Robert Gates accepted the resignations of both the Secretary of the Air Force , Michael Wynne , and the Chief of Staff of the United States Air Force , General T. Michael Moseley .","['Chief of Staff of the United States Air Force', (71883, 71891), 'PERSON']","['Chief of Staff of the United States Air Force', 142, 'ORG']"
'' MisiÃÂ³n S.O.S '',"['MisiÃ\x83Â³n S.O.S', (71910, 71911), 'ORG']","['MisiÃ\x83Â³n S.O.S', 3, 'PERSON']"
"Llyn Ogwen , its source","['Llyn Ogwen', (71913, 71914), 'LOC']","['Llyn Ogwen', 0, 'PERSON']"
"Steven Drake , Bruce McCulloch , Craig Northey","['Steven Drake', (71991, 71992), 'ORG']","['Steven Drake', 0, 'PERSON']"
"He can currently be seen in an advert for Premier Inn , playing the part of Lenny Henry 's manager .","['Premier Inn', (72283, 72284), 'ORG']","['Premier Inn', 42, 'PERSON']"
That collection was sent to Kew Gardens for naming .,"['Kew Gardens', (72490, 72491), 'ORG']","['Kew Gardens', 28, 'PERSON']"
He was elected Sheriff of London for the year 1688-89 and in 1692 elected Lord Mayor of London .,"['Sheriff of London', (72532, 72534), 'ORG']","['Sheriff of London', 15, 'PERSON']"
Sigma Alpha Omega ( ÃÂ£ÃÂÃÂ© ),"['Sigma Alpha Omega', (72556, 72558), 'ORG']","['Sigma Alpha Omega', 0, 'PERSON']"
"Margaret ( 1344Ã¢ÂÂ1416 ) , married Arnaud Amanieu , Viscount of Tartas","['Margaret', (72562, 72562), 'ORG']","['Margaret', 0, 'LOC']"
Mohammadou Idrissou '' ( Eintracht Frankfurt ) '',"['Eintracht Frankfurt', (72578, 72579), 'ORG']","['Eintracht Frankfurt', 25, 'PERSON']"
San Pellegrino Terme to Milan,"['San Pellegrino Terme', (72749, 72751), 'LOC']","['San Pellegrino Terme', 0, 'ORG']"
"F-105B Thunderchief , 1965-1981","['F-105B Thunderchief', (72834, 72835), 'ORG']","['F-105B Thunderchief', 0, 'PERSON']"
WÃÂ©sley Brasilia ( 2011 Daejeon Citizen ),"['Daejeon Citizen', (72852, 72853), 'ORG']","['Daejeon Citizen', 26, 'PERSON']"
Casa Ricordi ( pub .,"['Casa Ricordi', (72947, 72948), 'ORG']","['Casa Ricordi', 0, 'PERSON']"
"' '' Rampage '' ' , in Superman '' 7 ( July )","['Superman', (73040, 73040), 'ORG']","['Superman', 23, 'LOC']"
'' Wimoweh '' Ã¢ÂÂ The Weavers,"['Wimoweh', (73236, 73236), 'ORG']","['Wimoweh', 3, 'LOC']"
"**Chalcon , a suitor of Hippodamia .","['Hippodamia', (73262, 73262), 'PERSON']","['Hippodamia', 24, 'LOC']"
Ã¢ÂÂ ' '' Misha '' ',"['Misha', (73376, 73376), 'PERSON']","['Misha', 12, 'LOC']"
Jeff Beck 's Guitar Shop '',"[""Jeff Beck 's Guitar Shop"", (73639, 73643), 'ORG']","[""Jeff Beck 's Guitar Shop"", 0, 'PERSON']"
'' History Never Repeats '' ( Split Enz ),"['Split Enz', (73664, 73665), 'ORG']","['Split Enz', 30, 'PERSON']"
"Joseph Fielding Smith , Harold B. Lee , Spencer W. Kimball , Ezra Taft Benson , Mark E. Petersen , Delbert L. Stapley , Marion G. Romney , LeGrand Richards , Richard L. Evans , Hugh B. Brown , Howard W. Hunter , Gordon B. Hinckley , N. Eldon Tanner , Thomas S. Monson","['N. Eldon Tanner', (73792, 73794), 'ORG']","['N. Eldon Tanner', 233, 'PERSON']"
Rosy Lovers '' ( Ã¬ÂÂ¥Ã«Â¯Â¸Ã«Â¹Â Ã¬ÂÂ°Ã¬ÂÂ¸Ã«ÂÂ¤ ; 2014-2015 ),"['Rosy Lovers', (73799, 73800), 'ORG']","['Rosy Lovers', 0, 'PERSON']"
0 ( 0 Nemzeti BajnoksÃÂ¡g II and 0 Hungarian Cup ),"['Nemzeti BajnoksÃ\x83Â¡g II', (73828, 73830), 'ORG']","['Nemzeti BajnoksÃ\x83Â¡g II', 6, 'PERSON']"
*1976 Ã¢ÂÂ Fred Williams Ã¢ÂÂ ''Mt .,"['Fred Williams', (73887, 73888), 'ORG']","['Fred Williams', 13, 'PERSON']"
"Commerzbank-Arena , Frankfurt , Germany","['Commerzbank-Arena', (73892, 73892), 'ORG']","['Commerzbank-Arena', 0, 'LOC']"
' '' Stephen W. Gambrill ( D ) 68.0 % ' '' A .,"['Stephen W. Gambrill', (73942, 73944), 'ORG']","['Stephen W. Gambrill', 5, 'PERSON']"
Shesham '' ( 2002 ),"['Shesham', (74060, 74060), 'ORG']","['Shesham', 0, 'LOC']"
Electronic Arts Ã¢ÂÂ Redwood City,"['Electronic Arts', (74065, 74066), 'ORG']","['Electronic Arts', 0, 'PERSON']"
Evening Magazine with Barry Nolan - WBZ-TV ( 1985 ),"['Evening Magazine', (74180, 74181), 'ORG']","['Evening Magazine', 0, 'PERSON']"
He scored his first goal against Panserraikos .,"['Panserraikos', (74218, 74218), 'ORG']","['Panserraikos', 33, 'LOC']"
He previously played for Swansea .,"['Swansea', (74234, 74234), 'ORG']","['Swansea', 25, 'LOC']"
"Antoine Tamestit , Les Musiciens du Louvre , Marc Minkowski , 2011","['Les Musiciens du Louvre', (74249, 74252), 'ORG']","['Les Musiciens du Louvre', 19, 'PERSON']"
** Guard of Honor '' by James Gould Cozzens ( Harcourt ) .,"['Guard of Honor', (74301, 74303), 'ORG']","['Guard of Honor', 3, 'PERSON']"
** Guard of Honor '' by James Gould Cozzens ( Harcourt ) .,"['Harcourt', (74310, 74310), 'ORG']","['Harcourt', 46, 'LOC']"
'' Duchy of Lower Lorraine '' ' Ã¢ÂÂ Godfrey V ( 1106Ã¢ÂÂ1140 ),"['Godfrey V', (74326, 74327), 'ORG']","['Godfrey V', 39, 'PERSON']"
' '' Gazikumukh Khanate '' ' Ã¢ÂÂ,"['Gazikumukh Khanate', (74416, 74417), 'LOC']","['Gazikumukh Khanate', 5, 'PERSON']"
"KriÃÂ¾evci]] , Croatia ; Ruski Krstur , Serbia","['Ruski Krstur', (74475, 74476), 'LOC']","['Ruski Krstur', 26, 'PERSON']"
"Strabane Mast , 306 m , Strabane ,","['Strabane Mast', (74595, 74596), 'LOC']","['Strabane Mast', 0, 'PERSON']"
Celltech ( acquired by UCB in 2004 ),"['Celltech', (74603, 74603), 'ORG']","['Celltech', 0, 'LOC']"
Archdiocese of Toledo .,"['Archdiocese of Toledo', (74773, 74775), 'LOC']","['Archdiocese of Toledo', 0, 'PERSON']"
"Place and Date : Near San Isidro , Philippine Islands , May 16 , 1899 .","['Philippine Islands', (74844, 74845), 'ORG']","['Philippine Islands', 35, 'LOC']"
Alexander Bannerman Warburton ( 1891 ),"['Alexander Bannerman Warburton', (74852, 74854), 'ORG']","['Alexander Bannerman Warburton', 0, 'PERSON']"
On 5 September 1940 he was shot down over the Thames Estuary and baled out unhurt .,"['Thames Estuary', (74868, 74869), 'LOC']","['Thames Estuary', 46, 'ORG']"
He currently plays for Al Arabi .,"['Al Arabi', (74879, 74880), 'ORG']","['Al Arabi', 23, 'PERSON']"
** '' Kingdom of Aquitaine '' ' Ã¢ÂÂ,"['Kingdom of Aquitaine', (75033, 75035), 'ORG']","['Kingdom of Aquitaine', 6, 'LOC']"
"Elmendorf Field , Alaska ( Territory ) , 23 February 1941","['Elmendorf Field', (75154, 75155), 'ORG']","['Elmendorf Field', 0, 'PERSON']"
"C. E. Byrd High School , Shreveport","['C. E. Byrd High School', (75185, 75189), 'ORG']","['C. E. Byrd High School', 0, 'PERSON']"
' '' Morbidelli '' ',"['Morbidelli', (75436, 75436), 'ORG']","['Morbidelli', 5, 'LOC']"
"Artists featured in this later phase included The Smiths , U2 , Billy Bragg , Julian Cope , Lloyd Cole , the Cocteau Twins , Echo and the Bunnymen , R.E.M . , The Specials , Everything But The Girl , Madness and more .","['U2', (75449, 75449), 'ORG']","['U2', 59, 'LOC']"
' '' Aprilia '' ',"['Aprilia', (75503, 75503), 'ORG']","['Aprilia', 5, 'LOC']"
