sentence,entities
"Flooding damage in Krupanj , Serbia","[['Krupanj', (42086, 42086), 'LOC']]"
It lies approximately south-west of Å»ary and south-west of Zielona GÃ³ra .,"[['Å»ary', (42094, 42094), 'LOC'], ['Zielona GÃ³ra', (42098, 42099), 'LOC']]"
2014 IsraelâGaza conflict,[]
"Polk County , Oregon",[]
Tatiana Totmianina / Maxim Marinin,"[['Tatiana Totmianina', (42108, 42109), 'PER']]"
"Mrzlo Polje , IvanÄna Gorica",[]
"' '' Black Jack '' ' '' , 1973â83 .","[['Black Jack', (42120, 42121), 'PER']]"
"T-ran currently operates and resides in Nashville , Tennessee .","[['Nashville , Tennessee', (42134, 42136), 'LOC']]"
Heikki Savolainen ( gymnast ),[]
The building was later expanded and redesigned by architect John Francis Bentley .,"[['John Francis Bentley', (42152, 42154), 'PER']]"
It was introduced to North America .,"[['North America', (42160, 42161), 'LOC']]"
"' '' Prince Alfonso , Count of Caserta '' '1894â1934","[['Prince Alfonso , Count of Caserta', (42165, 42170), 'PER']]"
' '' ''Project Damage Control '' ' '' is the debut album released by the musical project of the same name .,"[['musical project of the same name', (42188, 42193), 'ORG']]"
"Crash]] '' ( 1973 ) , J. G. Ballard",[]
Guo Mingyi ( born 1958 ),"[['Guo Mingyi', (42204, 42205), 'PER']]"
"It takes place in Marseille , France between June 6 and June 12 , 2011 .","[['Marseille', (42214, 42214), 'LOC'], ['France', (42216, 42216), 'LOC']]"
"In 1929 , he began working as a freelance writer , from 1929 to 1933 , at the Frankfurter Zeitung '' , from 1932 to 1938 , at the Berliner Tageblatt '' , and , from 1933 to 1934 , at the Vossische Zeitung '' .","[['Frankfurter Zeitung', (42244, 42245), 'ORG'], ['Berliner Tageblatt', (42255, 42256), 'ORG'], ['Vossische Zeitung', (42268, 42269), 'ORG']]"
"Marcello Mastroianni , Virna Lisi","[['Marcello Mastroianni', (42272, 42273), 'PER']]"
"Brisbane Graduate School of Business , Queensland University of Technology","[['Brisbane Graduate School of Business', (42277, 42281), 'ORG']]"
Tan Aik Quan / Lai Pei Jing,"[['Tan Aik Quan', (42287, 42289), 'PER']]"
"Newmarket Railway Station , New Zealand",[]
"SO03 : Bari Region , Somalia",[]
South Korea national basketball team,[]
Label : Temporary Residence Limited,[]
''Music '' : Hemant Kumar ''Lyrics '' : S. H. Bihari,"[['Hemant Kumar', (42319, 42320), 'ORG']]"
Fernando Rey ( 1917â1994 ),"[['Fernando Rey', (42327, 42328), 'PER']]"
Alicia Lem me,[]
"Kalyan Kumar , B. Sarojadevi , Ambarish , Jayamalini","[['Kalyan Kumar', (42335, 42336), 'PER'], ['B. Sarojadevi', (42338, 42339), 'ORG'], ['Ambarish', (42341, 42341), 'ORG']]"
"'' Pachythelia villosella '' ( Ochsenheimer , 1810 )","[['Pachythelia villosella', (42345, 42346), 'LOC']]"
"Fort Yates : 455 , 854","[['Fort Yates', (42353, 42354), 'LOC']]"
"Miike District , Fukuoka",[]
LSG Sky Chefs,[]
Ashley Smith inquest,[]
' '' Radebeul '' ',"[['Radebeul', (42371, 42371), 'LOC']]"
`` Hands Up '' - 3:20 ( Ottawan ),"[['Hands Up', (42375, 42376), 'ORG'], ['Ottawan', (42381, 42381), 'ORG']]"
PhÃº Quá»c National Park,[]
List of Irish loughs,[]
"Lunenburg , Vermont",[]
He is currently the manager of Sport & Leisure Swifts .,"[['Sport & Leisure Swifts', (42400, 42403), 'ORG']]"
He was from Auckland .,"[['Auckland', (42408, 42408), 'LOC']]"
Patriarch Sophronius III of Alexandria,[]
"St Peter 's College , Gampaha",[]
Lay Me Down ( Sam Smith song ),[]
Penge West railway station,[]
"Cachi , Argentina",[]
Indiana State Road 262,[]
`` Ignition ( Remix ) '',"[['Ignition ( Remix )', (42441, 42444), 'ORG']]"
Christina of Norway,[]
Townsend Bell and Ryan Briscoe,"[['Townsend Bell', (42449, 42450), 'PER']]"
Cleveland Indians Cleveland Indians Philadelphia Athletics,"[['Cleveland Indians', (42454, 42455), 'ORG'], ['Cleveland Indians', (42456, 42457), 'ORG']]"
"He played for the St. Louis Blues , Detroit Red Wings , Quebec Nordiques , and Montreal Canadiens .","[['St. Louis Blues', (42464, 42466), 'ORG'], ['Detroit Red Wings', (42468, 42470), 'ORG'], ['Quebec Nordiques', (42472, 42473), 'ORG'], ['Montreal Canadiens', (42476, 42477), 'ORG']]"
*** Attwater 's pocket gopher ( ''G .,"[[""Attwater 's pocket gopher"", (42480, 42483), 'LOC']]"
Tobiah ben Eliezer,[]
"They arrived on May 22 , 1870 , and along with Henry Howell helped settle Fish Haven , Idaho , where he later served as Bishop .","[['Henry Howell', (42501, 42502), 'ORG'], ['Fish Haven , Idaho', (42505, 42508), 'LOC'], ['Bishop', (42515, 42515), 'ORG']]"
Cheney 's Grove Township,[]
"** David G. P. Taylor , Governor of Montserrat ( 1990â1993 )","[['David G. P. Taylor', (42522, 42525), 'PER'], ['Governor of Montserrat', (42527, 42529), 'PER']]"
' '' Clarin Awards '' ',"[['Clarin Awards', (42535, 42536), 'ORG']]"
American Association : Lincoln Saltdogs,"[['American Association', (42539, 42540), 'ORG']]"
' '' border San Sebastian College - Recoletos '' ',"[['San Sebastian College - Recoletos', (42547, 42551), 'ORG']]"
"'' Chrysodeixis chalcites '' ( Esper , 1789 )","[['Chrysodeixis chalcites', (42555, 42556), 'LOC']]"
Byron Black / Jonas BjÃ¶rkman,"[['Byron Black', (42563, 42564), 'PER']]"
Basque Country ( greater region ),[]
West Island ( Lacepede Islands ),[]
The album spent three weeks at the top of the Australian album charts in 1983 .,"[['three weeks at the top of the Australian album charts in 1983', (42583, 42594), 'ORG']]"
James D. Phelan ( D ),"[['James D. Phelan', (42596, 42598), 'PER']]"
â¢ DobriÄ ( 1205 ),"[['DobriÄ\x87', (42603, 42603), 'LOC']]"
Madinat ash Shamal,[]
"He performed in the companies of Rosalind Newman and Matthew Diamond , and began working as a choreographer in 1982 .","[['Rosalind Newman', (42616, 42617), 'PER'], ['Matthew Diamond', (42619, 42620), 'PER']]"
'' Mama Weer All Crazee Now '' ( 1984 ),"[['Mama Weer All Crazee Now', (42632, 42636), 'ORG']]"
It is controlled by IGNOU .,"[['IGNOU', (42645, 42645), 'ORG']]"
Thanos Mikroutsikos ( born 1947 ),"[['Thanos Mikroutsikos', (42647, 42648), 'PER']]"
ZdziÄcioÅ ( Djatlowo ) Ghetto,[]
They also named the Mazama Glacier on Mount Adams and the Mazama Glacier on Mount Baker after themselves in 1895 and 1907 respectively .,"[['Mazama Glacier', (42662, 42663), 'LOC'], ['Mount Adams', (42665, 42666), 'LOC'], ['Mazama Glacier', (42669, 42670), 'LOC'], ['Mount Baker', (42672, 42673), 'LOC']]"
Woady Yaloak River,[]
The album track was used as the second ending theme for PaRappa the Rapper .,"[['PaRappa the Rapper', (42696, 42698), 'PER']]"
92 : Reggie White,[]
He died in Heraklion 1719 .,"[['Heraklion', (42707, 42707), 'LOC']]"
"2005 - TelemanÃ­as - Teleocho - CÃ³rdoba , Argentina","[['CÃ³rdoba', (42716, 42716), 'LOC']]"
"Verdon Township , Aitkin County , Minnesota",[]
CBe-learn ( at Career and Technology Centre ),"[['CBe-learn', (42726, 42726), 'ORG'], ['Career and Technology Centre', (42729, 42732), 'ORG']]"
"'' Papilio demodocus demodocus '' Esper , [1798]","[['Papilio demodocus demodocus', (42735, 42737), 'LOC']]"
"ZwierzyÅ , Podkarpackie Voivodeship",[]
Paul II Cheikho ( 1958-1960 ),"[['Paul II Cheikho', (42746, 42748), 'PER']]"
"In May 1943 , he also became head of the Office of War Mobilization .","[['Office of War Mobilization', (42762, 42765), 'ORG']]"
"Susupe , Saipan , Northern Mariana Islands","[['Susupe', (42767, 42767), 'LOC'], ['Saipan', (42769, 42769), 'LOC']]"
Valea GroÈilor River ( MoliviÈu ),[]
"Dalymount Park , Dublin ( A )","[['Dalymount Park', (42780, 42781), 'ORG'], ['Dublin', (42783, 42783), 'LOC']]"
"California State Polytechnic University , Pomona",[]
In his second appearance in 1955 he scored 7.5 with wins over Robert Wade and Jonathan Penrose .,"[['Robert Wade', (42805, 42806), 'PER'], ['Jonathan Penrose', (42808, 42809), 'PER']]"
"'' Schinia cognata '' ( Freyer , 1833 )","[['Schinia cognata', (42812, 42813), 'LOC']]"
Stephen J. Cannell,[]
Kevin Harvick was the polesitter .,"[['Kevin Harvick', (42823, 42824), 'PER']]"
"The band 's influences include Fall Out Boy , Four Year Strong , My Chemical Romance , All Time Low , New Found Glory , A Day to Remember , Forever the Sickest Kids , Relient K , *Nsync , Destiny 's Child and We the Kings .","[['Fall Out Boy', (42834, 42836), 'ORG'], ['Four Year Strong', (42838, 42840), 'ORG'], ['My Chemical Romance', (42842, 42844), 'ORG'], ['All Time Low', (42846, 42848), 'ORG'], ['New Found Glory', (42850, 42852), 'ORG'], ['A Day to Remember', (42854, 42857), 'ORG'], ['Forever the Sickest Kids', (42859, 42862), 'ORG'], ['Relient K', (42864, 42865), 'ORG'], ['*Nsync', (42867, 42867), 'ORG'], [""Destiny 's Child"", (42869, 42871), 'ORG'], ['We the Kings', (42873, 42875), 'ORG']]"
"The Piece Talks '' ( 2008 ) ( with Ta'Raach , as C.R.A.C .","[['The Piece Talks', (42877, 42879), 'ORG']]"
"Nathan Sharpe , 4 .","[['Nathan Sharpe', (42891, 42892), 'PER']]"
Schnitzer Steel Industries,[]
'' is derived from Arkelloceras '' .,"[['Arkelloceras', (42903, 42903), 'LOC']]"
Heathmont railway station,[]
"MalmÃ¶ kommun , seat no .","[['MalmÃ¶ kommun', (42909, 42910), 'ORG']]"
The Best of Tag Team,[]
"Li Ruiying ( female , æçè± ) Retired","[['Li Ruiying', (42920, 42921), 'PER']]"
It was built next to the Locarno Ballroom which is now known as the Liverpool Olympia .,"[['Locarno Ballroom', (42934, 42935), 'ORG'], ['Liverpool Olympia', (42942, 42943), 'ORG']]"
"Estadio Oscar Quiteno , Santa Ana , El Salvador","[['Estadio Oscar Quiteno', (42945, 42947), 'ORG']]"
Parque Luis A. Wito Morales,[]
Governor of Michigan Territory ( 1835â1836 ) ; Secretary of Wisconsin Territory ( 1836â1837 ),"[['Governor of Michigan Territory', (42959, 42962), 'ORG'], ['Secretary of Wisconsin Territory', (42967, 42970), 'ORG']]"
The text was reported by Daressy in 1901 and later analyzed and published in 1906 .,"[['Daressy', (42979, 42979), 'PER']]"
Nephon I of Constantinople,[]
"Humcha , Karnataka 1947","[['Humcha', (42994, 42994), 'LOC'], ['Karnataka', (42996, 42996), 'LOC']]"
' '' Andy Roddick [21] '' ',"[['Andy Roddick', (43000, 43001), 'PER']]"
"Joachim Wtewael ( 1566â1638 ) , 1 work","[['Joachim Wtewael', (43005, 43006), 'PER']]"
*Hospitalman Richard De Wert â 5 April 1951 ( posthumously ),"[['Richard De Wert', (43014, 43016), 'PER']]"
' '' Total touchdowns '' ' : 17 Michael Turner ( 2008 ),"[['Michael Turner', (43032, 43033), 'PER']]"
"Born in Vancouver , British Columbia , he was a lawyer by career .","[['Vancouver', (43039, 43039), 'LOC'], ['British Columbia', (43041, 43042), 'LOC']]"
`` Mystery Spot '' from Supernatural,"[['Mystery Spot', (43052, 43053), 'ORG']]"
"Deh Qazi , Kohgiluyeh and Boyer-Ahmad",[]
Railway services had resumed with many sections of broken track restored .,"[['Railway', (43063, 43063), 'ORG']]"
State Library of Western Australia,[]
Franz Klammer ( 3 ),"[['Franz Klammer', (43080, 43081), 'PER']]"
Robert Mercer was Bishop of Matabeleland in Zimbabwe from 1977 to 1989 .,"[['Robert Mercer', (43085, 43086), 'PER'], ['Bishop of Matabeleland', (43088, 43090), 'ORG'], ['Zimbabwe', (43092, 43092), 'LOC']]"
He was a Democrat .,"[['Democrat', (43101, 43101), 'ORG']]"
"Royal Shakespeare Theatre , Stratford-upon-Avon , England September 2011","[['Royal Shakespeare Theatre', (43103, 43105), 'ORG'], ['Stratford-upon-Avon', (43107, 43107), 'LOC'], ['England', (43109, 43109), 'LOC']]"
"Non-military personnel , usually for positions within the Army Reserve may also be appointed to the ceremonial position .","[['Army Reserve', (43120, 43121), 'ORG']]"
*1996 Helen Vendler - ''The Given and the Made : Strategies of Poetic Redefinition '',"[['Helen Vendler', (43132, 43133), 'PER']]"
"Charles FitzCharles , 1st Earl of Plymouth",[]
JosÃ© Amador de los RÃ­os,[]
"Debbie Reynolds , Marge Champion , Gower Champion","[['Debbie Reynolds', (43158, 43159), 'PER'], ['Marge Champion', (43161, 43162), 'PER']]"
Alec Baldwin ( Knots Landing '' ),"[['Alec Baldwin', (43166, 43167), 'PER'], ['Knots Landing', (43169, 43170), 'PER']]"
*2 May 1829 : George Bankes,[]
Tuya ( queen ),[]
Metropolitan Transit Authority of Black Hawk County,[]
"Lincoln 's sparrow , ''Melospiza lincolnii ''","[[""Lincoln 's sparrow"", (43190, 43192), 'LOC']]"
Leipzig Book Fair,[]
"She graduated from Sichuan Normal University , where she majored in performance .","[['Sichuan Normal University', (43203, 43205), 'ORG']]"
Japan 's population began decreasing in 2005 .,"[['Japan', (43213, 43213), 'LOC']]"
"Image : Gentoo penguins , the current residents of Ajax Bay","[['Gentoo penguins', (43223, 43224), 'LOC']]"
"''December 7 , 2004 '' ( with Rey Mysterio )","[['Rey Mysterio', (43239, 43240), 'PER']]"
' '' Esteve Rabat '' ',"[['Esteve Rabat', (43244, 43245), 'PER']]"
' '' Simon Delaney '' ',"[['Simon Delaney', (43250, 43251), 'PER']]"
Coeliades '' â policemen,"[['Coeliades', (43254, 43254), 'LOC']]"
"*February 18 : John Tavares tied Gary Gait for the all-time record in points , with 1091 , as the Buffalo Bandits defeated the Minnesota Swarm 14â9 .","[['John Tavares', (43261, 43262), 'ORG'], ['Gary Gait', (43264, 43265), 'PER'], ['Buffalo Bandits', (43278, 43279), 'ORG'], ['Minnesota Swarm', (43282, 43283), 'ORG']]"
Swansea Metropolitan University,[]
Richie Rich ( comics ),[]
History of the Republic of China,[]
Lists of people from the Dominican Republic,[]
"West Kootenay-Revelstoke , used 1900 only","[['West Kootenay-Revelstoke', (43307, 43308), 'LOC']]"
"Dana Andrews , Richard Conte","[['Dana Andrews', (43313, 43314), 'PER']]"
Drama City '' `` ëíì¨ì íë°©ë¶ëª '',"[['Drama City', (43318, 43319), 'ORG']]"
1971 Montreal Expos season,[]
"A volume on the 14th century appeared in 1906 , followed in 1907 by one on the early 15th century in Moldavia .","[['Moldavia', (43350, 43350), 'LOC']]"
''Miatonomoh '' steamed from Philadelphia to Washington and thence to New York where she decommissioned 13 March 1883 .,"[['Philadelphia', (43356, 43356), 'LOC'], ['Washington', (43358, 43358), 'LOC'], ['New York', (43362, 43363), 'LOC']]"
"Colorado Springs , Colorado","[['Colorado Springs ,', (43371, 43373), 'LOC']]"
Martin Scorsese / Howard Shore,"[['Martin Scorsese', (43375, 43376), 'PER']]"
Mummies Alive ! '',"[['Mummies Alive !', (43380, 43382), 'PER']]"
`` Living in America '',"[['Living in America', (43385, 43387), 'ORG']]"
It is found in Mexico .,"[['Mexico', (43393, 43393), 'LOC']]"
'' What About Mimi '' ( children 's ),"[['What About Mimi', (43396, 43398), 'ORG']]"
'' Mughal Empire '' ' â Jalaluddin Muhammed Akbar ( 1556â1605 ),"[['Mughal Empire', (43405, 43406), 'LOC'], ['Jalaluddin Muhammed Akbar', (43410, 43412), 'PER']]"
Mike O'Brien ( Michigan politician ),[]
Whitney Young Birthplace and Museum,[]
Al Unser ( 1992 ),"[['Al Unser', (43427, 43428), 'PER']]"
Central Air Force Museum,[]
"In 1591 , his father died , and he was entrusted with the care of his younger brother Michelagnolo .","[['Michelagnolo', (43454, 43454), 'PER']]"
"'' Gymnelia peratea '' Dognin , 1910","[['Gymnelia peratea', (43457, 43458), 'LOC']]"
"Colonel , April 26 , 1979","[['Colonel', (43463, 43463), 'ORG']]"
"MÃµisakÃ¼la , JÃµgeva County",[]
F. W. Walbank,[]
"Bruce Mansfield , commercial broadcaster","[['Bruce Mansfield', (43476, 43477), 'PER']]"
"It was released on June 25 , 2013 under Epitaph Records .","[['Epitaph Records', (43490, 43491), 'ORG']]"
"Wheaton , Illinois â $ 34,147","[['Wheaton , Illinois', (43493, 43495), 'LOC']]"
`` Bitter Tears '' â 3:50 ( from ''X '' ),"[['Bitter Tears', (43500, 43501), 'ORG']]"
"2 - Bill Shoemaker ( 1959 , 1966 )","[['Bill Shoemaker', (43512, 43513), 'PER']]"
' '' John Szczerbanik '' ',"[['John Szczerbanik', (43521, 43522), 'PER']]"
"In the semi-finals she was defeated by Olga Govortsova 6â2 , 6â1 .","[['Olga Govortsova', (43532, 43533), 'PER']]"
"Smithfield-Selma High School , Smithfield","[['Smithfield-Selma High School', (43538, 43540), 'ORG']]"
"Talebabad , Gilan",[]
' '' Steve Beaton '' ' ( 90.68 ),"[['Steve Beaton', (43548, 43549), 'PER']]"
Lobelia inflata ~ `` Indian-tobacco '',"[['Lobelia inflata', (43555, 43556), 'LOC']]"
Augustus H. Tulk,[]
: Broadcast on Al-Alam News Network,[]
Larry Manetti as Lengle,"[['Larry Manetti', (43570, 43571), 'PER']]"
"'' Universal Language '' ( Blue Note , 1992 )","[['Universal Language', (43575, 43576), 'ORG'], ['Blue Note', (43579, 43580), 'ORG']]"
**Pilot : Ple Two ( CV : Chieko Honda ),"[['Chieko Honda', (43591, 43592), 'PER']]"
"Roosevelt Township , Beltrami County , Minnesota",[]
List of mountains in New Hampshire,[]
"1927 first elected in 1979 as Liberal member for EglintonâLawrence , Ontario .","[['Liberal', (43613, 43613), 'ORG'], ['Eglintonâ\x80\x94Lawrence', (43616, 43616), 'LOC'], ['Ontario', (43618, 43618), 'LOC']]"
University of Akron ( Akron ),"[['University of Akron', (43620, 43622), 'ORG'], ['Akron', (43624, 43624), 'LOC']]"
"At the age of twelve , his family moved to Dayton , Ohio , where his father owned several restaurants .","[['Dayton , Ohio', (43636, 43638), 'LOC']]"
"Karl Ludvigsen , editor of Car and Driver '' , Motor Trend '' ( born in Kalamazoo )","[['Karl Ludvigsen', (43647, 43648), 'PER'], ['Car and Driver', (43652, 43654), 'ORG'], ['Motor Trend', (43657, 43658), 'ORG'], ['Kalamazoo', (43663, 43663), 'LOC']]"
"Bedford and Cambridge Railway , 1865","[['Bedford and Cambridge Railway', (43665, 43668), 'ORG']]"
Hustisford High School,[]
' '' Chris Short '' ' ( 4â6 ),"[['Chris Short', (43676, 43677), 'PER']]"
"Baxter , Jesse Randall âJ.R.â ( 1997 )","[['Baxter , Jesse Randall â\x80\x9cJ.R.â\x80\x9d', (43683, 43687), 'PER']]"
"Bryan County , Oklahoma",[]
`` Life Is a Lemon and I Want My Money Back '',"[['Life Is a Lemon and I Want My Money Back', (43696, 43705), 'ORG']]"
Marco Antonio PeribÃ¡n,[]
In 1682 time Case lived in Lambeth .,"[['Lambeth', (43716, 43716), 'LOC']]"
' '' British Columbia Breakers '' ',"[['British Columbia Breakers', (43720, 43722), 'ORG']]"
Oomph ! - Wunschkind '',"[['Oomph !', (43725, 43726), 'ORG'], ['Wunschkind', (43728, 43728), 'ORG']]"
Hikaru Genji ( band ),[]
Traditional Irish singing,[]
"Gossau , ZÃ¼rich",[]
It is currently represented by Democrat Fran Pavley of Agoura Hills .,"[['Democrat', (43746, 43746), 'ORG'], ['Fran Pavley', (43747, 43748), 'PER'], ['Agoura Hills', (43750, 43751), 'LOC']]"
Aladdin ( name ),[]
Historian H. J. R. Murray says he was poisoned by jealous rivals .,"[['H. J. R. Murray', (43758, 43761), 'ORG']]"
"'' 'Coach of the year : ' '' Nils Arne Eggen , Rosenborg BK","[['Nils Arne Eggen', (43778, 43780), 'PER']]"
Canton of Schwyz,[]
"Patrick O'Donnell , Catholic Bishop of Raphoe , Most Rev .","[[""Patrick O'Donnell"", (43787, 43788), 'PER'], ['Catholic Bishop of Raphoe', (43790, 43793), 'LOC']]"
"In 1975 under pressure from the Holy See , he resigned from active religious duty .","[['Holy See', (43804, 43805), 'ORG']]"
Christoph Gottlob MÃ¼ller,[]
She was born and raised in a Sunni Lebanese family .,"[['Sunni Lebanese', (43824, 43825), 'ORG']]"
Born of the Gods,[]
*1957 - James Macrae Aitken,[]
Shoqata e Guidave dhe SkoutÃ«ve nÃ« ShqipÃ«ri,[]
' '' Tatia Mikadze Sofia Shapatava '' ' 6â3 6â2,"[['Tatia Mikadze', (43846, 43847), 'PER'], ['Sofia Shapatava', (43848, 43849), 'PER']]"
Virgin 's high ! - 4:21,"[[""Virgin 's high !"", (43854, 43857), 'ORG']]"
U.S. Route 278 in Alabama,[]
The Headquarters were in Newtown .,"[['Newtown', (43869, 43869), 'LOC']]"
